minutes, ingredients
16490, 50, 7
32550, 60, 11
181969, 65, 15
26866, 55, 11
164876, 9, 7
19681, 45, 15
501594, 65, 16
6957, 20, 13
57549, 10, 6
443434, 35, 10
195690, 65, 15
145023, 10, 5
29865, 60, 16
388786, 45, 8
67743, 35, 10
191778, 40, 8
58649, 65, 9
351653, 40, 12
374867, 65, 11
271687, 65, 9
264447, 22, 5
81191, 30, 8
246416, 20, 3
395105, 60, 14
39253, 65, 6
265523, 65, 16
160799, 8, 4
23003, 35, 6
325297, 50, 11
367300, 45, 9
329466, 2, 4
78328, 30, 13
339984, 65, 8
149063, 60, 7
355430, 25, 14
211925, 20, 6
330564, 5, 5
331738, 65, 8
124517, 20, 7
331090, 10, 6
373157, 35, 11
389459, 65, 8
104161, 20, 7
494823, 40, 12
175108, 40, 8
141336, 55, 9
131090, 45, 15
171269, 16, 3
102778, 55, 3
95414, 65, 15
372976, 65, 13
410880, 15, 3
16495, 40, 6
478747, 65, 12
180971, 2, 3
353523, 45, 6
237190, 65, 11
336583, 50, 9
141523, 65, 12
179007, 30, 9
220977, 45, 6
169843, 65, 8
72366, 60, 7
14475, 20, 3
333264, 40, 7
12712, 65, 13
298128, 20, 7
384146, 50, 9
41334, 65, 20
360081, 65, 7
8272, 65, 16
145674, 45, 9
401663, 48, 8
369945, 60, 10
127035, 35, 12
398202, 45, 12
169348, 60, 11
446451, 40, 12
304505, 20, 5
153730, 24, 9
263293, 10, 3
141057, 60, 14
226519, 10, 10
381144, 65, 7
135590, 10, 7
191153, 60, 7
385157, 15, 10
432917, 65, 12
179617, 22, 10
275767, 65, 15
487937, 42, 8
10372, 35, 7
350966, 35, 8
503505, 65, 13
104193, 65, 5
61667, 65, 8
215664, 20, 9
463729, 25, 7
96339, 30, 3
244236, 60, 9
500323, 45, 10
69360, 40, 10
388586, 65, 10
105866, 55, 7
10276, 15, 7
302969, 25, 4
167531, 50, 17
12392, 50, 10
109714, 65, 6
255238, 5, 3
283287, 7, 4
424051, 20, 8
444589, 65, 20
355576, 20, 5
42039, 65, 8
268445, 30, 9
30746, 65, 13
311670, 30, 14
76556, 65, 5
255147, 43, 10
159719, 30, 15
120241, 65, 5
214710, 5, 6
242901, 4, 4
9187, 15, 11
148951, 17, 2
329253, 2, 5
165103, 40, 7
184934, 28, 10
372592, 45, 13
357789, 20, 6
14645, 60, 12
506941, 65, 6
400688, 65, 11
284144, 65, 13
268198, 65, 8
302688, 45, 10
135228, 65, 5
308602, 20, 6
111122, 45, 5
264810, 65, 10
323769, 65, 10
181043, 30, 10
289558, 15, 6
37738, 40, 7
258090, 65, 5
31106, 65, 10
209397, 10, 11
207128, 45, 9
470129, 55, 13
436610, 60, 9
319232, 65, 17
309348, 40, 6
83485, 65, 11
276817, 65, 11
120161, 45, 18
394864, 65, 6
142791, 35, 15
402006, 30, 11
142547, 35, 9
356811, 50, 14
255453, 32, 15
288104, 65, 13
356187, 30, 11
12886, 25, 8
341181, 45, 12
208381, 10, 5
8509, 65, 7
395561, 60, 10
110989, 65, 18
62994, 24, 5
383044, 20, 4
290206, 65, 5
351564, 7, 4
254056, 50, 7
152789, 65, 10
410149, 5, 4
402313, 25, 10
174118, 50, 12
346548, 55, 12
58949, 5, 6
201213, 10, 6
261183, 15, 11
488955, 35, 27
190756, 5, 6
273249, 65, 5
229736, 65, 12
170915, 65, 9
93731, 65, 11
127681, 65, 5
88330, 5, 11
529466, 55, 10
254759, 45, 12
26508, 60, 10
11610, 35, 4
441537, 15, 7
375024, 65, 11
44300, 35, 8
169838, 60, 16
162249, 34, 13
94337, 17, 7
265531, 65, 7
113339, 7, 4
139039, 16, 11
108735, 65, 7
476871, 35, 10
417088, 20, 9
269110, 60, 6
124377, 15, 8
19049, 40, 9
361621, 30, 11
174437, 20, 5
430912, 15, 10
304044, 25, 10
150342, 37, 10
389424, 30, 10
375610, 10, 5
200782, 60, 15
181281, 20, 6
234039, 65, 6
229141, 55, 11
29115, 50, 25
246556, 33, 9
269913, 15, 8
359810, 65, 8
222527, 6, 7
121006, 25, 6
147351, 30, 10
472170, 15, 9
306822, 20, 5
282902, 45, 18
417607, 4, 4
321853, 5, 4
230818, 5, 11
269995, 65, 5
83605, 30, 8
349659, 60, 13
7209, 45, 6
313474, 17, 6
431914, 17, 4
355365, 30, 5
413153, 5, 7
418806, 65, 18
294300, 35, 10
369637, 65, 8
217082, 10, 6
63523, 30, 10
433269, 50, 8
199913, 20, 4
481057, 17, 8
450187, 50, 12
479318, 20, 13
284045, 31, 11
387118, 65, 8
92591, 35, 10
479384, 53, 9
91890, 30, 17
378762, 8, 6
125835, 30, 16
77534, 10, 5
306642, 5, 6
361093, 10, 6
57767, 30, 9
490458, 55, 3
87306, 45, 8
133572, 65, 4
145662, 20, 12
134106, 30, 9
243336, 65, 15
467814, 65, 12
266687, 65, 17
370562, 10, 11
56724, 15, 4
337490, 60, 8
429859, 65, 17
309457, 65, 22
104733, 45, 3
228343, 65, 5
191100, 35, 7
62096, 11, 7
169000, 25, 8
342337, 65, 8
235184, 30, 6
26971, 20, 10
17130, 65, 8
195563, 30, 7
388403, 65, 7
377091, 30, 15
59351, 5, 7
449042, 10, 7
218422, 40, 12
136908, 65, 10
212026, 55, 8
455933, 55, 15
151813, 45, 13
236780, 40, 10
130385, 5, 6
117101, 65, 4
75987, 40, 6
164456, 15, 6
96003, 15, 5
375349, 2, 5
105377, 65, 16
193698, 65, 7
192110, 50, 13
204303, 20, 11
263924, 65, 6
376908, 15, 3
277239, 65, 11
140437, 65, 13
298696, 20, 7
223216, 40, 10
425024, 20, 12
208439, 15, 5
338169, 45, 7
88280, 40, 8
163450, 65, 8
207027, 65, 10
246733, 10, 6
442947, 20, 10
500343, 30, 8
490899, 55, 10
145064, 20, 4
71284, 30, 6
40011, 65, 23
346537, 30, 3
364216, 35, 6
262280, 60, 11
113008, 48, 10
53920, 35, 6
222698, 65, 6
102693, 20, 8
84486, 65, 2
426035, 65, 15
199560, 65, 13
43786, 65, 14
63370, 50, 10
433130, 35, 7
2939, 30, 5
174764, 55, 13
350574, 25, 13
395972, 50, 6
94202, 35, 8
320529, 8, 11
271598, 20, 8
483850, 65, 8
94313, 55, 8
162415, 20, 11
331851, 30, 9
80108, 17, 12
447301, 40, 7
488260, 60, 14
57184, 30, 8
445997, 30, 8
113551, 65, 10
61411, 17, 7
412130, 35, 7
217020, 65, 11
97919, 55, 15
487492, 45, 19
399079, 65, 8
291234, 5, 5
456861, 5, 12
271425, 65, 14
488536, 65, 10
48901, 25, 7
265616, 60, 7
530170, 31, 5
93683, 65, 8
232785, 5, 3
373171, 29, 11
167947, 25, 13
56420, 46, 10
186163, 65, 4
112548, 30, 8
182136, 20, 9
238651, 10, 12
457166, 45, 15
322722, 30, 7
468280, 30, 7
423689, 15, 9
358813, 55, 14
210318, 35, 9
38609, 10, 3
402505, 6, 5
409522, 30, 11
35168, 65, 7
378654, 35, 3
64934, 25, 8
288534, 55, 7
12179, 65, 11
315700, 30, 15
121095, 15, 5
39929, 45, 10
220229, 3, 2
182903, 22, 11
98356, 35, 5
199929, 65, 14
454111, 5, 4
465259, 33, 10
51090, 5, 7
483753, 65, 11
247373, 50, 3
184541, 20, 7
62738, 15, 7
147470, 10, 4
101090, 50, 6
307407, 15, 7
86887, 65, 11
126338, 65, 16
324078, 35, 10
203450, 20, 6
404222, 65, 10
62193, 15, 4
426092, 35, 6
290539, 5, 3
193589, 30, 12
152344, 17, 5
168840, 10, 11
89251, 30, 13
4146, 10, 9
465528, 50, 14
264641, 3, 5
46494, 65, 13
308917, 60, 14
115554, 65, 7
213321, 35, 5
330300, 45, 8
262670, 20, 10
118534, 40, 12
355302, 10, 9
292758, 5, 5
153988, 65, 10
330508, 30, 7
201149, 20, 9
114870, 65, 12
72091, 60, 9
210042, 65, 7
384142, 65, 4
373956, 65, 9
211720, 65, 10
503674, 15, 8
427460, 60, 6
272390, 65, 9
153544, 65, 13
112632, 5, 4
460564, 12, 6
60401, 40, 15
215998, 35, 11
29581, 25, 9
253367, 65, 10
249831, 45, 7
290529, 45, 8
66883, 65, 11
152926, 45, 5
409086, 65, 15
397359, 65, 15
422757, 25, 4
363080, 3, 13
360868, 15, 14
258864, 5, 4
148423, 38, 9
255703, 60, 12
319143, 65, 14
301923, 60, 14
396423, 17, 10
369891, 60, 10
237000, 5, 5
65637, 27, 4
151261, 35, 8
143701, 5, 7
113924, 55, 8
124019, 50, 9
140194, 50, 10
306247, 28, 5
301064, 55, 6
308591, 65, 10
242648, 40, 10
49663, 65, 10
428216, 2, 3
164684, 40, 9
307874, 15, 11
135824, 35, 9
322614, 10, 6
349926, 55, 16
308947, 10, 11
152984, 20, 12
397399, 65, 15
104352, 50, 7
41166, 40, 7
300513, 65, 8
77525, 65, 7
69243, 41, 7
502, 65, 13
128625, 20, 7
394210, 35, 10
413683, 32, 13
85929, 50, 7
401213, 65, 7
333911, 15, 6
303615, 65, 16
372080, 5, 4
239152, 65, 16
53162, 20, 5
235785, 65, 7
48546, 65, 10
123685, 45, 11
91894, 25, 9
397874, 65, 14
504329, 30, 8
518582, 65, 11
408272, 25, 7
396483, 20, 10
424949, 65, 14
10627, 65, 13
311292, 60, 21
244339, 60, 14
120851, 30, 7
481952, 25, 12
161356, 40, 20
272264, 50, 13
320847, 65, 6
44616, 30, 9
221571, 65, 10
338521, 30, 16
96113, 35, 5
383154, 65, 6
324457, 25, 11
69161, 30, 14
180331, 40, 7
12340, 65, 7
159177, 25, 6
441991, 45, 6
96270, 40, 9
36632, 30, 3
179904, 55, 13
188685, 5, 4
65498, 65, 8
420580, 5, 9
23682, 60, 13
301438, 60, 13
105594, 35, 9
111550, 45, 12
130823, 15, 6
269008, 65, 6
455562, 40, 9
178413, 60, 5
90822, 65, 8
81402, 35, 13
284573, 27, 9
453341, 25, 14
281425, 65, 9
388931, 20, 10
87474, 30, 10
284995, 65, 13
514967, 45, 5
11754, 30, 11
418923, 65, 16
232204, 25, 6
279771, 65, 11
320517, 60, 13
295044, 20, 8
121209, 10, 9
138877, 25, 5
65808, 65, 19
329518, 20, 11
265138, 10, 7
483269, 45, 9
295091, 5, 5
42082, 65, 4
280114, 38, 12
33665, 35, 20
286513, 30, 10
18041, 35, 8
280770, 60, 9
426920, 30, 7
497016, 30, 5
211253, 10, 5
224169, 5, 3
238400, 45, 14
456745, 65, 13
127422, 65, 11
66952, 65, 5
395136, 25, 9
417253, 65, 10
15177, 65, 12
165660, 25, 7
312936, 65, 12
386465, 15, 5
20846, 30, 7
14646, 10, 4
458162, 35, 4
321989, 50, 11
262172, 20, 6
392730, 40, 2
211699, 17, 7
2056, 50, 5
186600, 65, 12
459215, 35, 13
423377, 15, 4
49997, 10, 10
173054, 50, 11
349886, 12, 3
414443, 30, 10
313260, 35, 14
145382, 30, 11
241677, 50, 11
110243, 65, 6
253080, 40, 9
107417, 20, 9
133160, 25, 5
72775, 30, 5
446598, 10, 7
234003, 48, 8
494592, 5, 6
29386, 12, 5
81753, 2, 3
61346, 15, 6
156137, 35, 7
315289, 35, 10
43835, 30, 5
123409, 15, 5
124940, 40, 8
79690, 45, 11
101015, 15, 3
115441, 65, 8
174239, 45, 8
146496, 30, 11
102048, 50, 6
476498, 50, 11
423995, 10, 8
266586, 65, 12
92880, 20, 4
313315, 65, 12
283489, 65, 12
123213, 15, 3
466041, 30, 12
209699, 65, 2
143583, 19, 3
334988, 25, 10
117131, 38, 10
318668, 65, 8
347178, 35, 5
456573, 50, 6
198419, 65, 10
350661, 55, 7
231787, 15, 7
211391, 5, 8
255396, 15, 4
283384, 20, 16
117807, 65, 13
361455, 10, 9
124611, 15, 5
187412, 15, 6
191079, 65, 17
174469, 65, 5
400131, 30, 5
59636, 6, 3
291606, 30, 5
223067, 25, 11
455344, 65, 7
339831, 30, 9
101754, 60, 9
33731, 30, 15
387284, 65, 11
28106, 35, 9
238800, 20, 10
236968, 60, 26
151018, 10, 3
295807, 55, 15
115087, 18, 10
222744, 50, 9
386836, 65, 13
39993, 60, 5
99152, 65, 13
195975, 65, 10
221036, 1, 4
330924, 65, 13
207309, 6, 4
212840, 55, 12
174900, 35, 6
517692, 10, 7
335938, 45, 13
408043, 25, 10
202554, 65, 11
405455, 15, 7
432579, 60, 12
178079, 10, 4
155745, 65, 9
38364, 55, 8
203327, 15, 11
450058, 30, 4
51778, 65, 9
91451, 65, 20
396408, 25, 8
456125, 35, 9
91849, 25, 5
31615, 35, 9
84031, 65, 10
347844, 40, 16
259946, 20, 7
107063, 15, 5
85545, 65, 4
290381, 7, 10
166570, 30, 8
308177, 57, 11
472043, 25, 13
122393, 30, 10
44564, 65, 7
102540, 65, 4
193321, 65, 5
158404, 40, 10
240966, 40, 6
187302, 65, 4
76613, 60, 10
35067, 25, 8
179827, 65, 12
103031, 26, 9
97070, 25, 3
219045, 65, 13
60935, 65, 6
251547, 25, 9
46685, 65, 11
30636, 40, 8
449025, 25, 13
305811, 45, 15
297277, 65, 9
125270, 5, 6
376101, 30, 7
207985, 25, 8
67863, 14, 3
213058, 2, 6
331131, 55, 10
408453, 40, 19
105334, 30, 8
234964, 65, 17
115903, 65, 13
456909, 45, 5
126531, 40, 10
296382, 65, 15
366557, 15, 7
176899, 15, 5
100785, 38, 9
38907, 30, 10
281424, 40, 12
290511, 10, 12
62888, 22, 7
161266, 10, 9
49299, 20, 9
416969, 65, 13
11546, 40, 16
361328, 43, 7
176535, 2, 3
267437, 35, 8
60627, 65, 12
10766, 30, 5
354740, 50, 17
495227, 40, 7
6590, 65, 17
88032, 30, 11
477061, 65, 11
27734, 65, 6
146964, 65, 16
116604, 15, 7
25739, 25, 12
199264, 50, 12
234562, 65, 9
503736, 50, 4
67257, 50, 10
250732, 35, 14
329477, 60, 9
243313, 65, 9
462147, 25, 7
423668, 30, 6
110965, 8, 6
47732, 65, 11
211609, 65, 15
261450, 65, 9
325919, 25, 7
11150, 20, 4
340372, 5, 4
25017, 50, 13
8899, 65, 16
124532, 65, 11
117009, 65, 9
26537, 65, 19
172235, 35, 11
66889, 65, 12
243406, 15, 13
203091, 10, 5
47709, 25, 17
171977, 20, 7
105707, 35, 8
385954, 25, 6
150909, 5, 4
378968, 30, 4
25181, 65, 14
181529, 60, 11
51879, 30, 9
3912, 12, 11
360230, 52, 15
438005, 55, 6
79954, 65, 8
87790, 30, 7
97844, 18, 8
159634, 45, 10
267307, 30, 11
131914, 65, 10
423746, 40, 13
314468, 50, 12
19709, 50, 9
72303, 45, 14
384050, 40, 8
163453, 10, 5
47055, 30, 8
389469, 32, 12
248246, 30, 10
52133, 25, 8
223591, 45, 8
202779, 60, 16
378702, 45, 17
317793, 65, 2
287573, 20, 6
75066, 45, 11
38892, 40, 9
100978, 20, 7
119888, 65, 3
386311, 10, 7
486853, 30, 8
179851, 15, 8
273871, 25, 16
341915, 60, 9
58852, 65, 14
387376, 65, 11
93254, 10, 3
500714, 45, 9
181928, 25, 6
281666, 60, 9
358898, 25, 9
19177, 65, 12
24796, 65, 6
478323, 25, 7
155496, 25, 2
112248, 10, 6
15593, 30, 5
370341, 65, 6
31112, 24, 11
205364, 65, 7
198826, 35, 6
279432, 35, 10
302753, 65, 5
213788, 65, 21
310309, 27, 9
229587, 10, 7
98457, 40, 10
117497, 25, 7
162383, 30, 10
79884, 15, 8
143410, 20, 10
465955, 10, 7
321190, 65, 16
533190, 3, 12
53060, 25, 5
32033, 3, 9
28407, 18, 4
326210, 30, 9
430737, 65, 15
438483, 40, 17
32482, 30, 3
84292, 30, 10
109088, 65, 15
313788, 65, 9
306165, 65, 11
135151, 25, 6
158903, 25, 9
522425, 65, 12
70066, 55, 9
298153, 15, 9
465247, 60, 8
372476, 20, 11
111389, 65, 17
97478, 23, 6
420063, 2, 5
18931, 10, 6
170358, 65, 10
464068, 20, 17
224168, 40, 12
58993, 65, 12
40227, 65, 5
7809, 13, 6
156021, 65, 7
24823, 20, 6
479783, 65, 11
470197, 45, 7
429563, 5, 2
18690, 60, 6
32979, 20, 9
375983, 40, 13
452877, 30, 4
207539, 25, 13
365083, 60, 7
126344, 35, 8
145448, 35, 11
25881, 30, 10
105137, 15, 5
174219, 5, 5
132456, 65, 8
199042, 50, 6
216045, 45, 7
274051, 25, 13
386259, 55, 15
499376, 25, 12
89474, 36, 4
409587, 65, 7
218570, 50, 10
86970, 65, 9
245529, 35, 6
138587, 55, 7
136364, 15, 19
462740, 65, 8
368367, 45, 5
49759, 25, 5
166475, 20, 6
245245, 65, 5
391766, 15, 8
274775, 60, 7
60872, 65, 12
116105, 15, 5
132880, 65, 17
322712, 10, 4
156156, 65, 14
70210, 65, 7
351352, 30, 11
222022, 5, 4
62028, 65, 6
292914, 25, 3
420106, 50, 14
412072, 65, 13
101430, 65, 15
215543, 40, 16
93934, 25, 14
514038, 10, 7
211211, 20, 5
341010, 30, 11
406739, 25, 12
375314, 25, 6
184588, 23, 9
70631, 45, 11
481460, 10, 9
494449, 40, 8
149024, 40, 14
448570, 35, 5
415489, 65, 15
104902, 40, 6
325664, 23, 10
254655, 65, 5
510362, 65, 10
387014, 15, 7
19723, 65, 8
167779, 60, 11
61795, 65, 13
295671, 30, 12
32857, 40, 8
420878, 65, 10
53767, 45, 7
79089, 65, 12
100086, 60, 7
195611, 65, 12
180074, 23, 13
13736, 2, 3
71218, 25, 11
101072, 65, 16
379700, 10, 6
265044, 65, 17
330172, 60, 10
375749, 25, 8
103872, 65, 13
91816, 30, 12
16474, 10, 6
286290, 60, 5
277768, 30, 13
48202, 55, 17
528654, 65, 4
320806, 10, 7
37321, 25, 11
110612, 20, 7
220890, 20, 4
456604, 7, 6
243165, 36, 4
302430, 30, 7
487593, 35, 15
49158, 65, 14
181819, 65, 7
98325, 60, 18
315565, 65, 21
250932, 5, 4
181372, 65, 9
479299, 20, 7
421725, 15, 6
38023, 65, 9
264880, 40, 11
120101, 10, 9
64390, 65, 7
52941, 45, 20
406374, 15, 5
342691, 45, 7
154898, 65, 9
280934, 20, 11
322930, 65, 7
141904, 65, 6
39286, 23, 8
127862, 10, 6
199994, 10, 5
103318, 65, 10
407608, 65, 11
405103, 65, 14
105136, 10, 4
104898, 65, 15
40723, 23, 7
223993, 65, 20
182600, 65, 7
119537, 27, 6
167237, 15, 8
194360, 30, 4
29669, 25, 3
84336, 35, 6
77090, 65, 11
265037, 65, 6
88338, 65, 9
374761, 15, 11
165950, 65, 4
221194, 5, 3
424013, 2, 4
495481, 40, 5
323737, 35, 7
27458, 40, 6
218346, 65, 8
54985, 45, 11
235316, 60, 7
91264, 65, 14
125404, 15, 16
145466, 65, 11
497588, 65, 11
337761, 37, 12
439722, 45, 5
150646, 65, 5
168780, 50, 2
331019, 10, 4
218533, 40, 5
483024, 30, 12
336386, 45, 9
413843, 40, 19
114460, 30, 9
303921, 15, 10
423432, 30, 7
321075, 10, 5
73705, 65, 14
199205, 40, 8
117040, 40, 12
45571, 65, 10
191459, 60, 11
58139, 8, 3
90479, 20, 4
198789, 5, 3
110894, 65, 7
80474, 65, 10
238809, 35, 4
281555, 60, 12
322807, 30, 10
22216, 60, 8
270959, 50, 8
42265, 65, 6
383399, 25, 8
276090, 20, 5
315564, 65, 8
72867, 40, 5
434952, 15, 7
174032, 65, 22
502870, 10, 9
58848, 65, 7
17126, 30, 8
201369, 50, 9
293349, 20, 7
323912, 65, 14
103269, 65, 8
266675, 45, 8
474788, 50, 11
165179, 16, 12
365178, 50, 12
156576, 65, 12
138244, 35, 6
56177, 65, 8
203312, 20, 6
349665, 50, 13
60671, 25, 7
339136, 65, 12
89192, 30, 13
35771, 65, 14
160353, 60, 10
301839, 10, 5
133432, 25, 4
201755, 60, 11
166523, 10, 10
293816, 15, 5
121480, 20, 7
174554, 19, 2
376900, 30, 10
187218, 53, 15
267642, 40, 7
370057, 40, 8
73522, 50, 7
349522, 20, 10
417405, 40, 14
41591, 11, 15
15646, 65, 8
385104, 30, 11
144550, 65, 6
144943, 65, 6
365622, 65, 15
196993, 45, 10
270405, 20, 7
20613, 65, 7
133295, 2, 4
352727, 65, 16
392869, 65, 3
392773, 20, 9
349961, 20, 6
32407, 65, 7
83883, 65, 5
403421, 44, 11
284589, 35, 10
282649, 65, 16
98649, 50, 8
134290, 45, 7
213799, 45, 14
96815, 8, 4
194677, 65, 12
130680, 20, 5
400432, 25, 11
270144, 10, 4
163688, 20, 7
28000, 50, 11
233917, 25, 6
155243, 15, 11
144257, 45, 27
337593, 50, 16
39330, 46, 12
75235, 65, 10
382018, 65, 12
165684, 65, 7
69594, 65, 7
247228, 10, 6
271557, 55, 11
119694, 5, 3
502520, 23, 6
474549, 65, 15
170788, 35, 7
326176, 20, 6
124247, 10, 10
142838, 65, 10
423719, 35, 5
157925, 65, 7
402068, 40, 19
150796, 65, 6
396253, 5, 6
356850, 65, 13
137175, 55, 18
70452, 20, 11
263947, 15, 11
482152, 65, 15
61987, 35, 4
330477, 10, 6
152936, 30, 8
165441, 30, 14
34897, 65, 9
78886, 30, 13
40241, 65, 9
435350, 65, 9
246777, 17, 9
221417, 40, 11
392537, 20, 12
50675, 30, 5
374013, 40, 8
66855, 32, 9
78439, 10, 5
202215, 10, 8
29093, 27, 7
87514, 65, 7
292546, 20, 8
318693, 30, 8
148252, 15, 5
298138, 65, 11
205045, 35, 12
269492, 65, 19
151822, 65, 10
83289, 65, 9
45454, 40, 3
488389, 65, 11
217895, 65, 11
277781, 5, 12
503587, 65, 15
40184, 62, 8
25127, 45, 6
95784, 22, 9
272486, 35, 7
80775, 65, 12
338653, 35, 11
205262, 25, 9
45161, 40, 13
368923, 23, 4
396545, 20, 7
378839, 30, 10
479376, 65, 11
61897, 25, 16
140693, 25, 12
26865, 45, 7
336121, 4, 6
284270, 45, 11
353939, 65, 13
486812, 15, 9
25945, 65, 9
82273, 65, 10
129538, 65, 9
280235, 45, 3
461851, 15, 8
332654, 60, 6
216693, 65, 9
302534, 35, 3
152553, 30, 7
246286, 65, 18
471689, 3, 3
38729, 15, 9
491717, 25, 16
10847, 15, 12
394309, 33, 12
201116, 15, 7
534264, 65, 4
416463, 45, 8
484622, 15, 11
304746, 20, 6
359686, 65, 12
255292, 3, 5
91100, 65, 10
322879, 60, 16
95675, 10, 5
263984, 65, 9
191292, 15, 6
460504, 50, 7
95615, 27, 9
136107, 15, 11
457733, 6, 5
99531, 65, 7
435213, 20, 7
361981, 65, 11
88526, 65, 12
215499, 40, 6
317502, 65, 15
270885, 40, 4
475043, 65, 20
194536, 50, 7
39496, 30, 7
251149, 15, 11
64920, 25, 12
339022, 55, 9
458125, 35, 12
139464, 60, 12
385380, 35, 16
378874, 35, 12
89917, 60, 6
216397, 5, 12
301213, 20, 8
97008, 25, 14
262954, 12, 6
380, 65, 10
166058, 5, 5
173495, 50, 9
513024, 50, 7
164407, 7, 7
198563, 15, 6
209863, 25, 12
119508, 35, 8
212957, 65, 11
455284, 20, 7
298080, 65, 14
221052, 10, 5
215977, 40, 8
250137, 40, 12
305758, 20, 7
307500, 45, 9
513805, 30, 9
78879, 65, 4
71404, 30, 10
41782, 65, 14
158794, 30, 10
176435, 45, 16
162725, 65, 13
179348, 20, 7
427368, 30, 9
90719, 50, 10
215806, 10, 4
118872, 40, 10
229342, 30, 14
33958, 65, 10
191273, 65, 15
505617, 4, 7
148356, 10, 4
156665, 25, 10
403205, 20, 15
303913, 65, 9
182712, 45, 9
108661, 5, 4
146, 65, 11
301371, 20, 4
198737, 40, 7
209617, 65, 7
61847, 15, 7
337731, 20, 10
211776, 7, 9
113383, 65, 11
181849, 65, 14
8270, 65, 5
191073, 65, 9
161241, 45, 5
46832, 40, 9
239758, 35, 7
196286, 65, 11
75369, 22, 8
77729, 55, 9
98737, 35, 11
493172, 45, 5
101847, 65, 9
335421, 30, 6
139939, 7, 8
43530, 20, 6
117485, 35, 3
16221, 65, 17
263368, 16, 5
134494, 55, 13
422641, 17, 5
222456, 65, 11
123863, 53, 10
251401, 6, 4
3628, 0, 11
231575, 10, 10
65017, 25, 13
11804, 60, 9
78900, 15, 4
204447, 65, 9
198025, 65, 13
33777, 55, 10
149066, 23, 6
401817, 40, 5
133716, 30, 10
145509, 25, 7
465997, 5, 8
168494, 40, 11
72346, 65, 4
151706, 60, 9
485593, 50, 6
141530, 60, 8
56250, 65, 10
169286, 20, 8
33596, 45, 10
181794, 65, 12
388258, 25, 17
22175, 18, 10
253261, 65, 19
123747, 10, 7
16235, 65, 9
55641, 35, 2
404484, 35, 10
203610, 10, 5
425448, 5, 10
172908, 21, 6
73135, 65, 15
245772, 5, 3
91407, 60, 15
337867, 65, 8
15263, 65, 11
285323, 26, 14
19278, 50, 2
233475, 50, 9
360873, 65, 18
230921, 25, 4
2366, 20, 15
351069, 45, 12
161132, 50, 10
248503, 65, 8
27228, 20, 8
38951, 50, 8
112469, 55, 9
20587, 65, 6
307578, 20, 11
492964, 25, 10
53502, 65, 4
47782, 45, 6
147284, 45, 8
241922, 15, 5
343675, 32, 5
36897, 0, 17
194691, 40, 18
483310, 6, 7
206538, 65, 9
217034, 25, 10
288031, 40, 14
26076, 65, 10
276485, 20, 8
291841, 15, 3
257204, 65, 5
328322, 65, 5
123989, 65, 6
17575, 65, 11
64127, 40, 13
297618, 45, 10
83074, 65, 15
297287, 50, 11
299453, 65, 8
91772, 7, 6
127983, 55, 12
406855, 65, 8
454142, 30, 13
312593, 60, 12
413741, 35, 11
140105, 45, 9
180530, 45, 10
203240, 65, 8
14050, 30, 23
21176, 65, 13
80198, 65, 6
277540, 5, 5
283477, 27, 8
